tx_id,client_id,industry,timestamp,data_size_kb,encryption_algorithm,encryption_success,tps,tx_integrity,block_hash,prev_hash,tamper_detected
c984fb70-4a91-448c-bc0c-ceb30f0d8809,CLIENT_098,Government,2025-08-21 20:53,360.02,RSA-2048,True,6525.7,1,a7b166eaad7febaf1ff40e01f1c9f986612108cf8eaa537bb7e0a7bd9786020c,42ee05f4e4577a571ef6ca9dd20c5b1de6fc4b81d66dcbec9b811c48e5fada6c,False
14d22889-56e4-43b2-a9c4-9a30f25cffe1,CLIENT_042,Government,2025-07-01 06:42,129.18,RSA-2048,True,6454.8,1,8c5ddb8fb2c3f91038b35a52e2748123ecd42c3725bd77416853c93edc4efec5,8fd5e4172bac8d6a280e138c8f0e4d980e14e3769ea97d5b9ff462647ebd8d87,False
560f5afc-47a7-4f27-b6df-99a19daee7a8,CLIENT_180,Banking,2025-11-08 20:10,85.39,ChaCha20,True,6658.6,1,f53bbc2cd82bce28a88bfd6b080c8e55c0ca03938418f3cbd1bbe8c7f8b88317,9919c9c090261703f4bbada64e6c5b84c3c0e72add45d64da9debe209b9a0081,False
4d6d1f87-25ba-448a-b76a-76ccf5b9558e,CLIENT_187,Healthcare,2025-03-25 14:24,218.96,RSA-2048,True,6442.2,1,69ad5a99d239924b5c37740dff0b21aff121453cc3f46b33f2a65ef804b59a14,96693340cec890b9b76a63883385957ffdd5d817003b35c7497761c160c9d569,False
a9349cf4-de4c-4542-80f2-786f5de1b8a9,CLIENT_164,Healthcare,2025-12-17 10:53,65.87,AES-256,True,6591.8,1,5d839309cbec08807032d6241c071aff4bad8fd555f36f67f969b1fb982c1d3e,e0e526bef9f16fd7063906082c9cff9cf37c67d5c70d481c7232aa09969e6bdf,False
8428ff13-9d0f-4cb3-811d-e2e20a0d356c,CLIENT_059,Banking,2025-06-11 12:17,511.42,AES-256,True,6639.7,1,39698fc8d0ac418906da99106c67851aa4191263755b5a8b9112313825214316,4a87f309e69e9d68f4857692ebe9460e581a35890134f4ac034445a61eeeb966,False
fcf45dd4-cf6b-47b3-9f1c-bf2c3bce3a0a,CLIENT_055,Government,2025-04-19 20:31,54.21,RSA-2048,True,6453.6,1,b8f7322287aaca765e7b69da48285b875f9e08e7d921b77e7daf87356cb59180,f1e52a2be07061d29d9720fe1d1ff6244b4221c27dc5edd270525a7784bab36d,False
e3b8a275-5cf8-4611-b531-ee572964b9c4,CLIENT_165,IT,2025-03-15 08:08,83.51,AES-256,True,6472.2,1,64df657491750573a19ed768e0db4a4e2793f3b6400376e264639f38f4508b79,f7e875f1980978fd64acda381ff286cc44a5ca9a31109f4e18450bd6e9f40468,False
17806971-f7e0-4b10-b882-c06ce33e17f8,CLIENT_191,Government,2025-10-27 13:57,393.48,ChaCha20,True,6703.4,1,babd245eba1bbba5f2c681cce167aa173d5221a3c017c99e30b2866632ceb7b0,3f33dafc245dcce51a73dda765065a0dfc98b5e54aedad8fbfbe94a049e1d06b,False
03d5a165-0fbd-49fb-80f9-e85ed9d67a42,CLIENT_103,Government,2025-04-23 04:32,229.06,RSA-2048,True,6403.2,1,9b26a6ea52d47ed078f71b0308149836d9c24d5c0e8b41c40527852b01054ab7,01e961d893ed4d8087876e599f514a1904fde5c3b862e32fc03249170fa4fe65,False
5632537c-c454-408c-af85-a64829b26ae2,CLIENT_024,Banking,2025-02-26 04:40,142.17,AES-256,True,6734.7,1,4492d8c060e8c80b44bdcab2e6e1db88262abc8dbb0b362a25ccde31b9b34280,39094e9e8ec4792d2f84288a3ae601c97f2922ca58249a983375be814e47b845,False
1db1599f-aa77-48ba-8dfd-2da4ccaae511,CLIENT_175,IT,2025-11-02 02:24,164.75,RSA-2048,True,6455.1,1,f68bb5e48bae8c064e2257a957f559eedc66f66f1cdcfcf1b1fe0deab386d673,7343d12f6cee2c5464aacb8f0a95109380d26933dabae814acd112d03be2fb54,False
c5da8e16-640f-47cd-9395-411dca374013,CLIENT_153,IT,2025-09-28 08:35,114.02,AES-256,True,6553.6,1,dc90b1ea2d33a68e05749cd6581c67bb7fa3b9c9d35aa72cd63ed9984882ed39,b96fa5ec3545abefa968661968a8f32bf31c83ecd507e4af16e0fffda530b138,False
bb7a9893-0d19-49e4-a7a7-f4428028e14f,CLIENT_175,Banking,2025-12-16 17:48,56.25,RSA-2048,True,6424.7,1,8c87f85eeefd617de5cb5e0c5e6ea992723b39c7817815da5dc18308ecec46c9,d8bd508bfe2c565123422f111966ac14f2768fbb7a32f32d79d2784329f96fa7,False
a8559b2e-1b71-4bb5-bc45-5fd113e98810,CLIENT_197,Government,2025-02-27 09:27,445.18,AES-256,True,6549.3,1,eab6599d3f196cd79f18c1161abff2288ffdab552e838523e2c1cf308b90f340,034b879c3428c0c5b734f344bb801397924abeb26a1a1f96e50e266789578db1,False
a8354571-b463-421d-a9a6-8b0a50de5f82,CLIENT_117,Banking,2025-05-15 16:48,166.75,AES-256,True,6645.3,1,53f4ae3b4227c641a895b3f2e1fd88d5214cefe24d3e54ea27515f69ced57202,0060e4ca4c42c837a2c28b831cc03474262d8426517dcbbbbe955f0352661389,False
fde87a11-aefe-48bb-8768-6f45a59b66c3,CLIENT_130,Banking,2025-11-17 09:53,63.91,ChaCha20,True,6450.9,1,f05054ccd0ac3bbfab649987642ec6b2764c87c5d556c9a8049eae593db7a038,044de14f62e040f4d8be09ba16514e492147cb2503c8214c3fb5913a72eed8d8,False
fbe2651d-7904-4569-8391-533ff2fe5b1a,CLIENT_130,Healthcare,2025-03-20 11:48,211.74,AES-256,True,6539.2,1,84e6c63e76321e2a9a816535239e980510de5f3376d8e4a21c083e7a33b7c67d,4daf5288b7996e7c0f53ff455c376939126159f70a8f64e835771902bdb914e9,False
d27da6c9-742e-42d9-b1da-51e9e8aa889c,CLIENT_139,Banking,2025-11-03 10:31,27.15,AES-256,True,6436.9,1,57c196d6222237f6e4208ff9e9a2562d8fb45087ad48becd94eb1228eddb7c61,c57fe1365dc3fb41e034d5c4fba401764bdac899a081f784c0a0f2b7a2d7dd2e,False
460cbed5-43d4-4960-8ba6-98c5632c25f7,CLIENT_029,Government,2025-06-07 07:03,122.3,AES-256,True,6560.6,1,4ea9dc2e74e9faaed65d792126a55d2a038ad82c1bed91d977201bdd48e57864,b70586d217e1e5cf17e25262b080bb4e84d23405386c127c9cb8e5140e971545,False
8d50311e-e7a8-47e8-8a35-4b3223354fb0,CLIENT_146,Banking,2025-02-13 23:31,202.16,AES-256,True,6488.8,1,16702c896e1ee3c1003f753e99f5d41e674f97be600ecd8a397c4c2a4cfbd7f9,5584d297e9bad4dd2e357eaac056b7e76bd9f035c1a2b8a54c0cffe732c3b417,False
e6debd55-761b-411c-add2-5d8208b46307,CLIENT_195,Healthcare,2025-03-07 21:30,14.84,ChaCha20,True,6496.0,1,05bcedaa3c38946114189a989062043c0bae4b3e602a940237e39332d6e399fe,7261e6113a1dcee58ea41e7248c5a68fa266d85dee67ce869935f3a90e7cd2f3,False
d94e91ca-ab44-49ae-aa77-338cb8be6dc2,CLIENT_043,Government,2025-09-28 19:27,159.54,AES-256,True,6869.5,1,1f9fdf53c2657259dbf1c8d868545e9de909ddfe8f5196fccea15713b472f1d3,f58fa5b5ec6151dc67a12cde700a34e35a80415a45848521b5fa1df98c38e997,False
e39eabcf-3529-4b3c-b028-7d5ccdf214cd,CLIENT_139,Healthcare,2026-01-01 09:25,117.82,ChaCha20,True,6545.2,1,3dd5d71c72047a1af00fc65a98f0fd306668f7e844bd3d31f3782a4633a6c7e7,d46bc1156551e000b5ac64234cd8cb9ba2d6e1dd83194158daf80a8add3881dc,False
29974de0-3e23-407f-97a4-6997ba547484,CLIENT_167,Government,2025-08-13 16:28,584.87,AES-256,True,6612.8,1,efb348d0932a3620ef03464bbe829e6e29ca8218a507e8e112a77792e5a673ec,ab356a813b3f038f1bb4b58057d698f433c45cc73e1ab01a0a6f0ddfe80d2fe3,False
62f7ee22-bdaf-4a2b-8a95-a05cac210c9a,CLIENT_064,Healthcare,2025-02-02 10:01,798.99,ChaCha20,True,6289.7,1,07a090c969b221238e7718e7c43ff4bdc124d9486b1b066ddb747824e7ad45dc,fecf4dfb248a5842090b6c3c6582bc7e647afd9c5e2e38a47c01f1aed5c591d3,False
76be7778-5c11-4173-b9aa-4f48624d54dd,CLIENT_142,Healthcare,2025-10-29 07:00,45.21,AES-256,True,6415.1,1,8edf382730412d42044961f087859640f3cb7108d4c9907e132a64a66993e4a0,0017cef92ecac42adfae9e7761b38ddef5b0af8304480da951ce98f4b2d2a734,False
f5d7636b-5648-40a3-95ea-25321580997e,CLIENT_182,Banking,2025-04-28 02:57,23.09,AES-256,True,6510.3,1,5d836a0e2a6b7cfe5ef429e0e6b1a098ce8e24e0c003658c6147ccd3d1262fc9,6c18b223f637a12d783093070a841e4bfd033b5ecf584ae2ed21161ee6d865c1,False
daa137db-e475-4f0c-b8e5-f406acd0ae40,CLIENT_085,Banking,2025-09-21 07:17,49.24,ChaCha20,True,6732.5,1,a668c78e7eadb225ae3a84cab1b3fed75e539f416b125d66eac51963ef02bfc4,d611d51bece459a1a83d85a081514b57a43b35f7d9119f9e2c7286471199d515,False
4deb3fbf-3a21-4ac1-b50c-099b6247b98e,CLIENT_125,Healthcare,2025-10-04 04:46,57.98,ChaCha20,True,6451.7,1,03e035f3af1794e0819ceb481a616f382eba3350ae5e5e9922dbab71458be484,022090067b04a442ebc810e0d54af89df89a3360202b3f45b95b0e1fddaf244a,False
1b9041cb-b37b-4f97-a4ea-81d34f568ec2,CLIENT_148,IT,2025-05-05 15:51,393.95,RSA-2048,True,6315.4,1,65030b2792727b1a7184251293d7285043fedbc4b1548aca977fa9e081abc120,4cfb329dd949e0a82a3c702f50063419ad02132ceed75888b9d5b714eb869be3,False
b52f3052-b6d9-413a-9676-8c82a86613a1,CLIENT_049,Banking,2025-02-19 21:27,21.56,RSA-2048,True,6527.7,1,e8da7616222e0822357673ed38e7af630100d9716ef00525c2d404b5d695ea3c,aa0137dc3410779a92a4b2781adb97c87ccc7b27b780d6b2739013747fc418ce,False
70949493-fee1-45e9-a67e-f971872c53ed,CLIENT_109,IT,2025-08-28 23:03,202.73,ChaCha20,True,6617.3,1,ae58bad36540b5586930ac31b8dde448da57b76b05b51f87ea7999907eaa9112,c9974ba79d75cf09b28299d39a0fa83f2e3be194b9a78382fc411cc76d73dc92,False
4a199788-7bb0-4995-a1d1-81b16229b1c5,CLIENT_168,Banking,2025-02-01 12:46,277.64,RSA-2048,True,6544.5,1,9199b010549de2ac6485dc81c88b28a7c021c7c57463dc6fb442faabb9d16690,54c00a49d5093f90dc8502fbc5932e84d7958f071d925bfa66c35536521263df,False
fcd6ef13-1205-46e8-a628-3f709d8fa610,CLIENT_028,Healthcare,2025-04-09 06:34,65.63,RSA-2048,True,6534.8,1,a77bf9d2105e166e561b96e2a94b78630c72e54ab1f3d982596ca08e21431ed4,3f42f0ba92d70ae3c3f0d98389342cabadbe0793d9bea71099a9f83dbd75a3db,False
c4b8248e-5e33-4d5e-b098-b4cbd409f705,CLIENT_036,IT,2025-04-04 08:29,210.96,AES-256,True,6392.8,1,7319c56095d59e0557e2737cfb670cf0991fd802efce8d5ec0eb2c07ad9f6aaa,5b2e30d1b9fd48d1b1727725b505b7feababc00069778951df24cd7fc2de458d,False
97ec505f-9b85-44af-9b74-481a89deee6d,CLIENT_020,IT,2025-10-09 03:03,1392.6,ChaCha20,True,6571.1,1,c35344134da0e31843c327335e0fd66e303a2e8609fa660e275d920f2befbea0,643427ecf5c94f76122895788c9d3387fb4d1aacf56f597e7be8a8baffeccaa0,False
f96a542e-ced9-4f4b-a1f3-9b951dfe547f,CLIENT_139,Banking,2025-02-17 07:10,46.08,RSA-2048,True,6618.1,1,743853641aef954b72359f34f12527e07fc4951e7b220ed29718e595730bbea5,ac76d22a7afba6769f5049a2a622f3c8b1504f623ec5599ad97766f2353428b2,False
41c46e63-795d-4703-b308-bac9fb66f116,CLIENT_125,IT,2025-04-20 12:57,471.56,AES-256,True,6561.9,1,e94f6032c282d10278c78a528bd8973a3826446437f35d615881174faa61ee09,1978d8348fb2efdebec9f6ebe9fd0234e18a13c605aa4a9f78c950526943d7b7,False
de9d9f3e-b677-4579-a44e-de5f0559917d,CLIENT_043,IT,2025-01-02 12:16,110.56,RSA-2048,True,6386.9,1,23368776a1fb92c233b0a6ccaeafd139da749a2c90d0f4e68c307ed456ea2eed,733cdbb590a06615b716a985f56d8b62a0eea773893a05f3bcec347dbfa4d892,False
4f8a3d69-c304-46a5-afe3-9f440aad2f03,CLIENT_074,IT,2025-12-23 23:50,135.3,ChaCha20,True,6551.2,1,4f2ea2a3beafcc1a4d751a0350700653104525b70238d893b7e6cdfb643d2593,f7733656b01a0f2584449d55a1a72fc07c5ade01875e002e81e00e92b4eefdf2,False
2a049875-3549-4778-a52f-a5db799ab5c8,CLIENT_170,IT,2025-03-21 06:18,150.75,AES-256,True,6718.0,1,575d3a1b55c231620f49a720593d375bfe293a38e9225e7edcb24ce1b37d3769,2757c7f9902cae3fe401146747be80f84e0be50e50b202abbb01b862e5c242b3,False
0060d511-c871-4eb8-8e68-b2bf7b1fe26c,CLIENT_015,Banking,2025-06-10 01:03,314.44,ChaCha20,True,6371.4,1,98bc3e2ebf6a675aa23921a3c6955dea9ad99af3cd57abe0058d945d48808bb7,d67a14c8de3ee0af66814847eff2b2e28d7b60d6f6e78e7bed4058bcbdfdd2c4,False
48fa446a-0dbb-4c88-bfcf-6a2550501eb6,CLIENT_123,Healthcare,2025-01-30 16:05,41.06,AES-256,True,6572.4,1,42a6d5654042360df84fee9da2b8aadc4144e3e07a1a9dcad7039291e043d667,e180f8b115fb59131cfaff0ed5eab4a0f77f4c75faaffb2ff9631ae09d2fd628,False
a93be4e8-5d9e-4ad5-af91-cef447743985,CLIENT_018,Banking,2025-12-12 07:25,113.5,AES-256,True,6607.1,1,47239c93798a5fdb9b0dd36d28b2d0e2a0323466e49dcc1f7bdcd814ea7bfc8a,011a5e4183951c7ca0aa295be0342c32faeff9ad60fdb8f5ee007ced2886b12f,False
2829b1bc-1456-4f68-99ad-5a0077462a2b,CLIENT_146,Healthcare,2025-10-24 19:02,261.88,ChaCha20,True,6489.1,1,e5e99d264615371a1699d243e78cd450684e6c713a855eeba509905c3b41ee48,bd2ac6f99b25276774377d61375d211990f505d0dfd16946fbc12f5d670dd535,False
ed1f8ca8-c702-4280-b769-b28451fe16eb,CLIENT_021,IT,2025-12-03 18:36,53.72,ChaCha20,True,6272.8,1,ea6ec28aa61492fdb3606ab08df8b07d5263aaa29836bc775a3d1bea57d81041,6be2128b5da416d265fa9e4391acc0dd402d79e1422712a1cf50b33d6fcfc3b6,False
abceb12c-af7a-4672-ad0f-e4e7f4868470,CLIENT_081,Government,2025-04-15 21:45,191.89,RSA-2048,True,6313.1,1,c4ba836baf9a976d71a9111755619600ace13467e8e91c8cf270190bda2db27a,23020f13ee9595d2f800e15d3b8616eb67c0ba1eb495e7eb261bc45d0b258918,False
98b89dbd-45f1-4bab-a137-ada78d0d3467,CLIENT_062,Government,2025-07-22 04:42,51.39,ChaCha20,True,6523.1,1,bd2529a41a3e8c93a659ddd06a7d1cc74ee0cb577e303a4ae4151221d7f3f396,e77cc913364456de49de86981cb98bf9532125d42d8ec3772a9e29a782e3b40d,False
4100bc3d-17b6-4f28-8f67-26982611cdb0,CLIENT_077,IT,2025-06-11 02:00,159.15,RSA-2048,True,6328.6,1,4231beb952ac4c899770d728d886c9f00fdb8e39e8b064cfb0a775fad3d0af47,79d396c8315d619be39c3b5dcbd7951b7715327286d2fe32655e44a123d98563,False
cfdbecee-db52-4cea-9969-b559881b1449,CLIENT_160,Banking,2025-02-07 17:13,544.39,ChaCha20,True,6658.1,1,d58a2aaa07fd6c4e4dad91ce52cd7ebb88fc76d16becc36bf0aa947e17e95e4f,02c15bdc1c9cbd1601fba8f30bcdc64f73f0e36070e0febd215101453d069bb8,False
690f8153-bb41-4c58-854c-eba59cf732e8,CLIENT_068,Healthcare,2025-06-28 02:56,275.35,AES-256,True,6577.1,1,44fd30e3a5326febca4b86b379d337d002d72bbd460cd7745ea2c697f57ed2b6,239bdc814dea99703697a3aa8cca97d1cb300f28b795d04c220f3572ca276e73,False
2bd46463-fa63-45d8-8cb7-154721c90121,CLIENT_095,Government,2025-03-22 14:53,275.35,ChaCha20,True,7077.9,1,d1a8c8641642bf2ba6255f027eeb8c1864fe6b1345af9d642c0143cb7e54c942,c6a702ab7759ff30618926b34fa424c3da04617d908be0a3b880e9ac2f8c2f89,False
b189a1c8-e23f-49af-b095-99129d0a2596,CLIENT_181,Government,2025-11-10 20:33,466.29,AES-256,True,6597.7,1,a211af2728c581e65f7527edac073c2770e29d67970bd6a590f411f65a5ccd52,434862f18d6befdf2d65a9fc2bea6901a86b5ab858744832588e3961da1a37ba,False
8760865d-4151-4ef5-9d0d-096b8d6e6927,CLIENT_171,Government,2025-12-06 03:56,58.71,AES-256,True,6464.5,1,d93b4acff2c8fbab1bc7bda283fca74200656641b4dd9b6ecb9f6da39db6da79,c34ef9f10bbbbd235a368e1efad836541cc247fddfa37ff6135e1601427f82fb,False
92b431ac-cfaf-4c8c-b376-3e526e81e971,CLIENT_068,Banking,2025-02-24 23:35,2386.52,AES-256,True,6219.9,1,c981b15a9ada40343e5aee2ca39c2e92f4ad77d2db3fdbbed845ce840b00be91,bd1b8fe69d936c235bd0d768163fb874441b399649dcb1be16dd23c7dddb9449,False
e4da584a-b00b-4b45-8c2d-b4d6556f363c,CLIENT_070,Government,2025-11-06 06:45,84.24,RSA-2048,True,6663.3,1,057c22c45a2720b51d852db08d90b0983d8e593ea006d8b45c5f5fdadfc60f78,2857e9295e965a3a8f8cc2d9d3705ae2aa66b63cd4659bfbd44abfaf7b4109ae,False
36d7f507-c9d9-491e-b38a-280625653ae1,CLIENT_053,Government,2025-09-16 15:16,62.91,AES-256,True,6601.9,1,458f4dcc1f584a981882218d2174dadeeab734241ed288513ca49d6f36e81a28,913855c91e057107813da5f473c29eeb885aa7c4d125b5c0da8b21c5a81e7dc2,False
e11b65f6-7bb2-4793-b147-a7371b49783f,CLIENT_024,IT,2025-05-22 01:00,156.76,RSA-2048,True,6402.3,1,28fd92d11e69f78c39f2bd4900a744892964a16eb6c890d0b7fe4a2df50d6398,19a4e03deb33a98ec6f751358c96fe8d970fcfde29bed0d993eeb0cef8fb4f69,False
7eabe20d-0f0b-4950-a09e-5f88b1d1dee3,CLIENT_198,Healthcare,2025-11-23 08:10,13.06,ChaCha20,True,6528.0,1,8f21f9654013f88a187d954e224e9d9dd3806976b67657f4fac5bd455c5303d0,9bd22b8844ef0c7cdd3998748c2ce95fa6333f6657bf33424851cc3aac2b2a33,False
c3b741d2-3828-4333-bea0-5fe4fba107b6,CLIENT_114,IT,2025-10-15 00:07,57.34,AES-256,True,6482.8,1,2012fa3c841ffe0538d3d2c949691784c95ff1ad236011f3522f0a3fdabba27d,f865323c7552c76bd59035d7d5019cf07b793835dee02827f1acfce0c5d86e03,False
a3590506-4176-4c74-bc5c-726ad4cb822c,CLIENT_177,Healthcare,2025-10-07 01:53,272.05,RSA-2048,True,6629.9,1,2de6f95b2b07addd7b05962bf4fc3eee7795114bd4e7a9e62b43efd7f6e53d27,7f41736d98181e42023f0fcb95b087d11ababb8d9b4604e31535d8b267560e1f,False
26cff5ff-af9d-47c1-bda5-875af96ea7ef,CLIENT_150,Healthcare,2025-08-09 04:02,83.94,RSA-2048,True,6402.0,1,e2d202b733f41d852a3ace61cbd742b7c997e1824b39db5f0b9355512c1a0d2f,d2e951068b35edfe9f1ac9e5330ce4329ccaff520362606de02a9d42235dd8fa,False
c6c0fb95-9ffa-4694-afa8-2929556942df,CLIENT_094,Banking,2025-07-03 06:43,32.69,AES-256,True,6637.7,1,c4fa4a0aea39bcd0d9967ae0401f447aae1e95ec138dcd0ce5bfb761df526d45,4268cba4e17dd3dcb0bb624bb069c9962992c7dac4160e92bff17a024189bf23,False
89611619-8e1f-4679-80f4-9ec97de0489c,CLIENT_171,Banking,2025-07-01 17:56,1894.27,RSA-2048,True,6654.9,1,b4837679f5c26e9c6d2805c44092be454288695af4b3dd3532a47e146528d795,7db76e97fc2b92b53bb833b801c2809aab645f82d2eca1afb915f79b2a8eb84e,False
9c6475c7-3a17-43c1-afe6-6399c7db954a,CLIENT_159,Healthcare,2025-05-02 05:51,678.78,AES-256,True,6393.8,1,b590bcab63e6e397016510a9ce17cb0bdfbdc392ac8689eb7c97c6441e88b469,3cdad01196a061957bfa0603bd680423d61cb532bd07f532e48484435a63a289,False
cdc65fa8-6d57-4f2a-a3f3-826c9aec55b1,CLIENT_106,Banking,2025-04-02 23:59,252.8,RSA-2048,True,6616.2,1,85148614036f93b011df1c78fa2c2bb616ba720edc85d63e4fc1473a021fa77c,bc10ab3b54dcce32ea18a2f5a4e9afb98c89bf21e60b323cb6ba3d9360a9c0c0,False
8f67d114-2cdd-4d91-8078-867ee56e5b9a,CLIENT_106,Healthcare,2025-05-17 05:50,3.04,ChaCha20,True,6346.3,1,76b2e29137008ee89bc4847d6daa6ef818b67485587d454fdb6da215186e764b,40cebc3c0e3a389f019798af280f5d11e7abafee0d824f340d043071a5f2054f,False
165953e0-7685-4fc9-9ff9-15b2f64cb97a,CLIENT_028,IT,2025-01-20 15:14,1052.47,AES-256,True,6285.5,1,4c4d38c20ab16a8af8935a23c2d546aa994aac794b7ab3a2fb3d0bdc415b838d,10ddfa1b39b58a3aa2696e306ab3d9313654a91e91bb692c8ac4a7eb8235d462,False
5513ea9e-6b98-4172-ae7a-916ff21c6c67,CLIENT_118,Government,2025-06-06 07:14,836.75,AES-256,True,6284.6,1,e32b576068d62a8a0ec78ec2bc7aec3e41af9a77fe82a9fa3eec0ce3ddb500c8,9453ea2e18add43ad5c26907c8beb3006bc609a9c90e276f12ee7a9bc6def27b,False
8d7979dd-4098-40f2-8016-6a1b893c0b5a,CLIENT_169,Healthcare,2025-07-24 10:17,45.7,AES-256,True,6569.3,1,f84cf35cca13bad99cbc6a9af682982564ebea56d6f1d6d752fb4a69c3a0ea5a,788d87e88adf193237a59eb0349fa007ada51e4cf57ebc84d9b05f90a60a65fd,False
ec50dd4c-f4a4-4ad6-b6bc-ccd4f2d9b8fe,CLIENT_198,Government,2025-06-29 20:32,161.38,RSA-2048,True,6442.2,1,f468debce1cb8c9380471fb6be4817950ebe801c008141ba1ab4b7417f141ef3,ca75edeca6333b803a0a0bfbc19f3a9117f98a0adc728020c5de4bca0ca2b0a4,False
39b5ef06-d01e-4860-a6b0-8d2a8baa3533,CLIENT_174,Government,2025-01-15 03:56,995.48,RSA-2048,True,6314.3,1,ef8a5e72af3697208b20bd2e1fef73b81e33ad599ea8c82fc76638204a33ae88,8a20bd4b62a63921e08ec08d2af04868984b14e9a15b16b0a3ec13990b4883b8,False
fcfdbbcf-3b40-445d-82be-94be7b7f4917,CLIENT_046,Government,2025-01-20 03:38,123.7,RSA-2048,True,6588.2,1,02932903bdcb512aa7d26bda4bc81b7fdeb12662d822b43bdde7962671eed5dd,e18feefb99bd73b51f752f03025984a4944cf14845f355156ac729facd4292af,False
f7d03e5b-4190-4a3d-bd3b-52507724c324,CLIENT_089,Government,2025-08-12 19:32,207.93,AES-256,True,6406.6,1,e88fdb8744ddeb000ea7a6b35b637a69bfb9371b6eaa78ddc6acb66356c0214f,c206b8ffd588d272c83458ed8e529e8c65eb82643924133ae0cda9b810f84c7b,False
3ca4cb65-891c-4eb2-888e-057c5eb61e44,CLIENT_099,Healthcare,2025-05-11 01:45,73.17,RSA-2048,True,6627.4,1,b097b43dcd5855ca17432a53c0334ae9c804efcb419150aababc657a579fc36b,9549576f80db8ce84d446e69582549019341a36045360a82e46af7187bf14355,False
